,dysplasia_FA_HN14_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_mieloides_tumorales.csv,dysplasia_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN14_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides_tumorales.csv,dysplasia_FA_HN15_3_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides_tumorales.csv,carcinoma_FA_HN14_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_mieloides_tumorales.csv,carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN14_4_mieloides_tumorales.csv,carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides_tumorales.csv,dysplasia_FA_HN15_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN14_1_mieloides_tumorales.csv,carcinoma_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides_tumorales.csv
dysplasia_FA_HN14_2_mieloides_tumorales.csv,0.0,966.5291365799924,1298.8995680539656,941.4789378811371,1972.9489226385551,1324.88467205579,928.3306597286609,810.2527270457707,1099.7781373987318,1843.6085890002566,879.799352056162,858.1971669466716,1506.2256123813024,1015.9034141062991,849.8317452252369,1533.296952316124,1042.1145946713293,1025.9115339852028,1356.280212233551,939.8202613258335,1027.1740428872927,1306.5359804565755,1064.8139349605508,1126.5491208013223,1570.53980639241,956.4255633459517,1075.3530001220918,982.0730960579899,940.231722053429,1500.934968085155,1214.0931838036338,937.8882176673595,1553.0836731584602,1021.2794420749135,950.6204316776765,1666.5836128573385,1285.8033047091815,1356.8407756789234,1274.5988750828417
carcinoma_FA_HN11A_3_mieloides_tumorales.csv,966.5291365799924,0.0,1037.0965802703681,808.2409516891527,1819.5731435319155,1276.0511060751237,861.6713519833655,732.5139366953523,1149.50842183036,1669.1456020896046,958.6069735463761,865.2327564227279,1616.9411575553995,1262.3138758523032,900.365115481365,1234.9976703639074,1043.8019185234984,1017.5478651543818,1122.3947369698303,945.825423681314,976.9971513841638,1338.416401392406,1098.891894960445,899.9975721169853,1318.9739253173798,780.5455363804849,1130.0143989646872,989.970278306835,1160.635337042898,1272.4253349932535,1013.4123286566164,971.9198685513484,1363.4186678931399,1114.2848317916582,788.183337675795,1379.189398636504,1241.799145743346,1321.3824914995607,1212.2595690823275
dysplasia_FA_HN15_1_mieloides_tumorales.csv,1298.8995680539656,1037.0965802703681,0.0,1136.244866589683,2183.231035641868,1042.415281666378,1184.8830646066874,1088.2610046313712,1510.7636657409594,1486.6424604570223,1131.295105278459,1053.4547978914766,2046.893400678245,1715.7879850620266,1348.028796616363,1426.77021989942,1334.5937121345623,1305.1911571676794,942.7625642527756,1080.6934507259925,894.5805604824842,1676.3762206329661,1439.3555801589887,1023.6326400207709,1605.6675839415484,1134.7597863955841,1519.2566158131738,1377.2134688784747,1256.6863867575519,1362.404776787674,1440.64986558915,1308.8400636450222,1712.9137321520159,1480.6829964275114,1081.4471663410122,1593.8233914761922,1605.533295849242,1703.5250989821707,1666.7615759666364
carcinoma_FA_HN14_1_mieloides_tumorales.csv,941.4789378811371,808.2409516891527,1136.244866589683,0.0,1829.3984094774444,1330.6209110479151,684.2917960525548,616.5640341541254,1053.3432924316687,1895.1105017727573,897.112443377453,752.9044864480192,1425.090272060484,1036.6639794364198,729.7020076412947,1396.928459605525,1048.0443249195132,814.4522744731399,1168.8403035876038,1030.2035753088812,932.6450338474071,1237.7147933719307,1081.1405086884342,922.494302308572,1363.474143002308,864.6793831508114,1083.099709044181,1050.663415710799,1284.8576464006849,1412.9954234822617,1038.9485922084082,910.6196879416442,1380.6704810526799,1067.1101362408895,848.5371748020777,1398.113169761091,1164.6874426427514,1294.9966369293506,1229.1401836986533
stroma_ad_dysplasia_FA_HN14_3_mieloides_tumorales.csv,1972.9489226385551,1819.5731435319155,2183.231035641868,1829.3984094774444,0.0,2094.005247318703,1627.4265873329662,1835.5483818213038,1117.1569564268266,2013.5947259056854,1667.85333121341,1635.3711313227152,2285.3706625286954,1786.347410600374,1609.9855145743368,1395.4074751039195,1373.7937069794723,2027.549806529552,2096.2043524690134,1681.093976326222,2030.9930555717199,899.3240059385712,1297.7877780843498,1568.5912550709395,891.0343043160199,1713.5241735417717,1213.624736105567,1262.1482412043524,2086.1087072318514,1345.9651056139105,1157.5515898095757,1411.0459649573236,943.7514728565618,1271.5734408326664,1643.8670783986092,1089.382082830081,956.2653332086584,846.8319811541301,1144.7338236730466
dysplasia_FA_HN15_2_mieloides_tumorales.csv,1324.88467205579,1276.0511060751237,1042.415281666378,1330.6209110479151,2094.005247318703,0.0,1292.1194197180512,1303.0677965428322,1368.8768026484845,1068.977150171774,1227.1388665233771,1152.5701505455634,2406.6249444757173,1945.533391860594,1571.665439607695,1358.1672380775724,1143.062722774644,1687.1967699728555,1425.5810561160533,951.9829461704734,1013.9478702327232,1550.653611315539,1292.9887261402932,1095.4952734467465,1551.2325433355134,1260.4339133604733,1368.8837543001346,1236.8607091073704,1094.8127402924026,1248.795096726869,1374.239923460079,1319.1329332514686,1569.827090509604,1342.9988630009418,1251.678180351051,1485.9122053490296,1450.367305100295,1557.3647403724274,1659.2877834876851
carcinoma_FA_HN11A_1_mieloides_tumorales.csv,928.3306597286609,861.6713519833655,1184.8830646066874,684.2917960525548,1627.4265873329662,1292.1194197180512,0.0,722.2039982269005,933.2264769975482,1735.4621159326475,900.6610214105654,785.0108892603789,1548.8756502463743,1119.4143828518181,802.8028486869426,1215.6979557161453,974.5912529556158,1016.0593457883941,1317.9208701297173,977.2565407431671,978.078157277949,1121.6535888890007,1003.2344056860808,876.7823816091648,1189.0363117055174,793.7659823741151,1005.2816510051731,928.6777501746174,1273.189068630955,1225.8608225279893,872.3943199543232,871.9810515353156,1234.3729267092237,973.0354018182135,845.091531421902,1194.8062516490347,1079.0394925802098,1124.5940216318181,1138.0547513724239
carcinoma_FA_HN11A_4_mieloides_tumorales.csv,810.2527270457707,732.5139366953523,1088.2610046313712,616.5640341541254,1835.5483818213038,1303.0677965428322,722.2039982269005,0.0,1057.7846527754268,1882.2612929175673,872.4779910123797,762.0544652116787,1355.234295030018,940.9171584128917,677.3305550152842,1337.8085851050566,994.6744864434688,827.8909920564003,1143.454508928246,965.8849538887374,927.1624219212558,1244.8054778428534,1081.370507894808,887.0665710777516,1363.0346986260927,854.4453910474545,1073.0915281709758,966.0511875185898,1169.552023816695,1402.7858221743538,1062.0363069888315,911.1612877368211,1375.3924014681315,1002.183721941369,762.6299153686635,1414.449490266923,1165.5432757237613,1268.4174411727602,1177.831334132759
stroma_ad_dysplasia_FA_HN14_2_mieloides_tumorales.csv,1099.7781373987318,1149.50842183036,1510.7636657409594,1053.3432924316687,1117.1569564268266,1368.8768026484845,933.2264769975482,1057.7846527754268,0.0,1762.3059895614338,897.7558799448292,810.2887031664499,1612.945079848967,1053.785414582067,819.4362034153226,1227.5397855738124,674.4504235862926,1248.222440606163,1515.55546043076,872.8622314565994,1215.2474844917258,507.74714123758173,566.350850677897,1081.2677282437478,793.950579831325,1064.810564442552,479.71343398500494,570.8041912640567,1315.968905675324,1126.9416184767126,638.9527967000081,634.7279419189176,782.323373232586,470.14209130380874,965.5874242671697,897.6735753130887,523.4110757426924,504.130086482141,667.1073026054081
dysplasia_FA_HN15_3_mieloides_tumorales.csv,1843.6085890002566,1669.1456020896046,1486.6424604570223,1895.1105017727573,2013.5947259056854,1068.977150171774,1735.4621159326475,1882.2612929175673,1762.3059895614338,0.0,1652.5208379394212,1691.1363245536434,2893.5584430098693,2535.1225962020544,2113.8498917650704,1439.0452404681018,1504.7153101798037,2207.8516865386564,1835.335807271876,1384.5735159829262,1582.4124350898283,1803.197092428693,1663.2360101570177,1496.291942500416,1584.9913863106565,1593.641911184238,1741.6348949271273,1575.897058858845,1593.5348551861198,1254.908646219008,1653.0339413624574,1711.5374524015156,1688.6418370600877,1721.0495694641027,1682.9705422844083,1467.3691820408335,1753.7155256969559,1806.5284669977752,1956.8694510706362
dysplasia_FA_HN11A_5_mieloides_tumorales.csv,879.799352056162,958.6069735463761,1131.295105278459,897.112443377453,1667.85333121341,1227.1388665233771,900.6610214105654,872.4779910123797,897.7558799448292,1652.5208379394212,0.0,609.5668933983403,1674.709443445471,1212.1150022629672,872.9248922761248,1228.231445265264,888.9188297089271,1092.5558727381688,1161.3602269305118,775.7626547142008,918.9176994546935,1045.7288740136328,763.1920183409552,875.6717385220179,1299.528006748988,853.5888979227491,888.1724339655601,852.7944464095242,942.7306167305834,1349.5309997577733,916.0190335558148,684.2071153088319,1287.2507000842954,823.879682439309,787.1230960550661,1369.6611627447792,1054.7161758279026,1144.984761957488,1103.411605394942
stroma_ad_carcinoma_FA_HN15_4_mieloides_tumorales.csv,858.1971669466716,865.2327564227279,1053.4547978914766,752.9044864480192,1635.3711313227152,1152.5701505455634,785.0108892603789,762.0544652116787,810.2887031664499,1691.1363245536434,609.5668933983403,0.0,1557.2061519495894,1067.3096780429996,755.582186328706,1210.6991278150783,752.3081122196012,956.2768329780365,1087.4789508724907,694.3693918182233,843.2381480025828,950.526241134408,740.3902742234454,774.2920128503549,1181.3502179080906,807.3084853145574,777.5569420627105,732.8876950051233,1009.9106457054412,1290.9674870222068,889.333273252949,615.2439847035275,1214.4505623772502,745.1454254204173,697.9850168922216,1249.850368713242,896.4179308360174,1007.2283142114006,1029.4486251134397
carcinoma_FA_HN14_3_mieloides_tumorales.csv,1506.2256123813024,1616.9411575553995,2046.893400678245,1425.090272060484,2285.3706625286954,2406.6249444757173,1548.8756502463743,1355.234295030018,1612.945079848967,2893.5584430098693,1674.709443445471,1557.2061519495894,0.0,795.8305139506114,1065.1329236500114,2312.192259471052,1776.1129865882226,1051.0457998544466,1776.4006447645647,1909.454106132429,1773.830922385417,1787.6546271350742,1743.8268020250564,1876.1083459608656,2122.963503286478,1737.1628579770565,1546.0730874914561,1604.8345075890759,1973.5739484408737,2402.6877271361036,1762.11194789888,1492.8145302374455,2090.6389698819316,1522.342612713271,1582.23506110092,2258.031713361593,1724.9932298210838,1661.842149224603,1412.097110440766
stroma_ad_carcinoma_FA_HN11A_1_mieloides_tumorales.csv,1015.9034141062991,1262.3138758523032,1715.7879850620266,1036.6639794364198,1786.347410600374,1945.533391860594,1119.4143828518181,940.9171584128917,1053.785414582067,2535.1225962020544,1212.1150022629672,1067.3096780429996,795.8305139506114,0.0,655.2770287338516,1866.816957275071,1282.3974186104479,849.8899888242028,1552.7943527535388,1398.5758553551004,1416.7044013648126,1216.6622573402353,1234.4406960968636,1450.702135262896,1591.318070478907,1327.0698196028698,987.288117801487,1138.4416361306976,1502.3056476288978,1945.839063168807,1267.2740340879586,1009.6305678249078,1563.4799280160826,973.6004681785007,1177.5055008083502,1748.5955741776554,1134.9957544335966,1151.2406640853844,965.2257484833258
dysplasia_FA_HN11A_2_mieloides_tumorales.csv,849.8317452252369,900.365115481365,1348.028796616363,729.7020076412947,1609.9855145743368,1571.665439607695,802.8028486869426,677.3305550152842,819.4362034153226,2113.8498917650704,872.9248922761248,755.582186328706,1065.1329236500114,655.2770287338516,0.0,1478.1011967168126,1004.349241119301,695.4730500719826,1229.3627077461874,1042.3530365645286,1055.9959274039977,1025.7098103378476,949.257718778004,1070.6526568824875,1310.7061052735896,958.7712800880682,784.6654377442148,862.594648035819,1245.3987931713043,1572.4536473427736,995.0325924216172,714.9639156213452,1306.9767605481484,803.6191445846532,876.5533951965697,1430.820135445776,941.445139434813,922.0319210942406,846.2137352271124
carcinoma_FA_HN15_2_mieloides_tumorales.csv,1533.296952316124,1234.9976703639074,1426.77021989942,1396.928459605525,1395.4074751039195,1358.1672380775724,1215.6979557161453,1337.8085851050566,1227.5397855738124,1439.0452404681018,1228.231445265264,1210.6991278150783,2312.192259471052,1866.816957275071,1478.1011967168126,0.0,1135.478121605456,1761.679948958794,1657.9105347467162,1080.7710713581178,1407.9118371756872,1275.2723239898007,1208.376004344432,1009.1266362672293,1135.0999623923617,1110.6099833044457,1265.4984270114596,1098.044236254407,1569.461550383141,971.9503790991039,1033.5186211810665,1271.2923598787831,1279.6815060454207,1204.1817027415157,1183.3901011340495,994.4587742462261,1252.6765962121337,1271.5047520461012,1392.5875521180442
stroma_ad_dysplasia_FA_HN15_2_mieloides_tumorales.csv,1042.1145946713293,1043.8019185234984,1334.5937121345623,1048.0443249195132,1373.7937069794723,1143.062722774644,974.5912529556158,994.6744864434688,674.4504235862926,1504.7153101798037,888.9188297089271,752.3081122196012,1776.1129865882226,1282.3974186104479,1004.349241119301,1135.478121605456,0.0,1286.4350357914639,1346.0511844129435,696.3246565037382,1079.4944449480752,772.8397977964272,581.215761010008,931.6542652736586,979.0218655742603,1037.2717569656577,606.7551255920329,510.38560389402653,1097.5081646129113,1152.1767319687815,911.8660639423158,755.8411604101195,924.1292975072029,542.4030825323574,952.9878247258187,1035.2308082677484,653.5956756337707,808.0522382241951,934.2490606277755
carcinoma_FA_HN14_4_mieloides_tumorales.csv,1025.9115339852028,1017.5478651543818,1305.1911571676794,814.4522744731399,2027.549806529552,1687.1967699728555,1016.0593457883941,827.8909920564003,1248.222440606163,2207.8516865386564,1092.5558727381688,956.2768329780365,1051.0457998544466,849.8899888242028,695.4730500719826,1761.679948958794,1286.4350357914639,0.0,1117.9418791257974,1320.9197069028119,1118.5156975991192,1448.8586554843532,1281.4542900639938,1215.3025800065689,1662.8238105287244,1145.1867359856947,1169.5465024187492,1172.4674090721269,1435.322744584416,1846.6976090795797,1335.0291078780701,979.5892641113321,1691.2161358490266,1160.4821349925592,1035.8089655471463,1775.104415278064,1359.1022626631961,1416.283199620363,1265.854244009552
