,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,0.0,5700.594553069466,6574.201701934754,6179.317203300344,5147.407118721436,6107.857106420175,inf,3477.0805049443466,2480.7025143697897,6294.766956492547,3868.7310058293865,inf,5644.977138724431,5924.468272650917,6241.068687883765,4996.240629710561,4801.402336659877,5305.270612905305,4881.8281177490535,6511.635884897433,inf,2152.958574107686,inf,inf,5504.046819164283,inf,3999.9568714517227,inf,1737.9797930753923,inf,inf,4954.198128224,inf,2018.1379324171282,inf,6235.9519452864115,5481.9693321257955,6080.46406204554,5705.426230055059,6492.185687397011,6728.194808110027,5409.036884076027,4597.401598156248,5724.944565942079,5741.692714186144,5896.201930637423,6142.705843034252
dysplasia_FA_HN14_2_t.csv,5700.594553069466,0.0,1394.1550268211631,2071.927553019369,2446.677555946446,2023.92647595215,inf,3968.2087622218028,4011.968367291059,2230.702577184413,2708.5683124488223,inf,1962.0705411982337,754.3810532674388,894.9811312063447,1473.5881583641178,2487.135579085369,1453.6389329010617,2303.7103803114005,1009.2771571543738,inf,7328.51056052352,inf,inf,725.2442722975787,inf,3099.79055451455,inf,6917.642116886159,inf,inf,2264.0298467078205,inf,4673.2540070031155,inf,1367.4534939429645,2047.0395794983174,856.626523978071,540.4875946209859,1112.790079294563,1453.2664543407013,1948.3009531362572,3317.422220350276,1336.1800689149482,1401.3280452694162,449.5259517924061,1934.7005237495075
stroma_ad_dysplasia_FA_HN14_3_t.csv,6574.201701934754,1394.1550268211631,0.0,1159.121449561846,2507.730233429758,1567.6480062553494,inf,4290.168120350466,4595.839428800992,1472.2948484529386,3120.9886930561765,inf,1739.3731203591901,862.356080663074,1634.3327992819493,1833.3907245196917,2719.207388678535,1450.0551486216352,2516.7111394667822,965.3601394559494,inf,8328.537313268647,inf,inf,2012.4272537167717,inf,3502.942460688782,inf,7945.681930058475,inf,inf,2396.3642134837683,inf,5234.406804369929,inf,688.7842707122554,1815.3419496376976,1770.3198898875125,1110.893689964186,439.9771753620402,573.6999818092032,1801.2866196677926,3592.4450425013197,1055.4097344072811,1034.3944157847009,1113.5052599970197,829.561846200005
stroma_ad_carcinoma_FA_HN15_1_t.csv,6179.317203300344,2071.927553019369,1159.121449561846,0.0,1476.3168071901866,657.3521980189282,inf,3401.8851611640985,4151.436934348703,590.9883986388229,2457.1650178515265,inf,768.221037965706,1510.8728924686186,2427.8999043412264,1235.3617803844604,1757.294176205299,985.5085462628848,1537.8712234909474,1829.4924905628855,inf,8121.470226908719,inf,inf,2705.247673630828,inf,2666.3136205878936,inf,7772.558499384756,inf,inf,1453.8645643319185,inf,4553.513564208728,inf,1245.5914902739914,844.1758424111019,2538.27124589322,1768.0941445902629,1439.4283742991743,1432.4308638371424,1116.9698941402326,2607.1565137860307,1095.5153863502994,906.8470573211489,1800.690341095892,742.3521634812531
stroma_ad_carcinoma_FA_HN14_1_t.csv,5147.407118721436,2446.677555946446,2507.730233429758,1476.3168071901866,0.0,1281.9708862244345,inf,2070.489133626721,3374.512808442096,1543.662189608894,1448.6942910475268,inf,819.3274599655499,2071.559167805976,3246.6117527554065,1070.2169969387269,470.3222096815839,1208.3565075478803,373.5033231043598,3046.4584008673974,inf,7171.087322548488,inf,inf,2593.316051703206,inf,1351.893217939475,inf,6794.228008740633,inf,inf,482.01069108454647,inf,3376.345969908969,inf,2453.232340924119,757.3985387387745,3119.5056676069075,2384.29357346469,2741.4987856688426,2596.677420149946,799.5073210641069,1206.7586671629765,1934.949808278206,1675.506877502682,2477.123636169962,1861.3129240794885
stroma_ad_dysplasia_FA_HN15_2_t.csv,6107.857106420175,2023.92647595215,1567.6480062553494,657.3521980189282,1281.9708862244345,0.0,inf,3267.9476194220824,4121.071557289001,617.5674676547371,2357.5793319830805,inf,647.8139053204618,1452.7413742540894,2740.041321704065,1236.957438959906,1595.8907653230463,1018.2328637895757,1414.7657335007361,2218.588352222762,inf,8062.619586862552,inf,inf,2497.1678692033433,inf,2534.1019739676935,inf,7724.031584909637,inf,inf,1317.0327251423255,inf,4450.41053673508,inf,1651.123626567894,695.5775669648077,2761.220394139447,1900.1274589445286,1866.7738964316143,1511.4712249597542,990.3439487420285,2421.7183901385147,1513.3867277890906,970.5767337136508,1834.5974682359304,1062.4118572760467
dysplasia_FA_HN15_2_t.csv,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,310.9505545614514,inf,inf,inf,inf,inf,inf,inf,inf,362.37378695038115,inf,inf,447.9610794564295,inf,522.4045107464513,inf,312.28376451901363,inf,inf,266.933762873947,inf,304.78728233093193,inf,126.79231514236953,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN11A_1_t.csv,3477.0805049443466,3968.2087622218028,4290.168120350466,3401.8851611640985,2070.489133626721,3267.9476194220824,inf,0.0,1819.9704813295507,3500.5906258716445,1447.1233268519022,inf,2736.8526741564347,3796.6424418115535,4703.031047516616,2622.965380159513,1723.0718521475908,2889.250477493397,1884.8305463587903,4698.3057521746605,inf,5481.052238806637,inf,inf,3968.3102730242695,inf,974.6863646517502,inf,5191.807241798617,inf,inf,2007.2871118477833,inf,1523.4644773093482,inf,4162.384090760746,2643.174710569886,4556.953238986003,3913.4274497421316,4484.571158256009,4435.164427571227,2691.823773058088,1249.3390354703688,3561.574098707463,3376.925157480133,4102.985109291881,3701.0682749980256
carcinoma_FA_HN11A_5_t.csv,2480.7025143697897,4011.968367291059,4595.839428800992,4151.436934348703,3374.512808442096,4121.071557289001,inf,1819.9704813295507,0.0,4279.207595506867,2143.948906595413,inf,3610.39919958208,3970.4024578676112,4669.166506297714,3146.060170293769,3006.5199217332597,3298.5128902518413,3071.1547729710883,4655.034643455611,inf,4225.108741467496,inf,inf,4329.496742958039,inf,2316.480558066723,inf,4170.977350003654,inf,inf,3021.0583875903603,inf,1417.4858743373675,inf,4262.880448400664,3507.0297311440213,4562.95889070949,3883.985629952955,4547.313444867345,4752.346627466452,3620.318685543889,2737.509614716731,3752.0553636127634,3752.028011600343,4034.0166896833152,4117.536442567939
stroma_ad_dysplasia_FA_HN15_3_t.csv,6294.766956492547,2230.702577184413,1472.2948484529386,590.9883986388229,1543.662189608894,617.5674676547371,inf,3500.5906258716445,4279.207595506867,0.0,2572.5043118900103,inf,874.894559825858,1684.0062373298235,2839.034486748782,1423.295699538332,1862.6215214471129,1119.6848190593375,1643.106781045483,2227.596847457801,inf,8200.544014390305,inf,inf,2843.5779674266687,inf,2766.0828385933246,inf,7845.107481424132,inf,inf,1552.7630813539715,inf,4662.3450303965,inf,1627.1848245396932,939.762532763458,2892.947192878064,2067.4165698707225,1801.7973386272204,1438.7069224048946,1011.0669899510725,2686.2895403108464,1400.5693771851097,1111.2890640128617,1971.8205987104993,850.0957171323722
stroma_ad_dysplasia_FA_HN11A_5_t.csv,3868.7310058293865,2708.5683124488223,3120.9886930561765,2457.1650178515265,1448.6942910475268,2357.5793319830805,inf,1447.1233268519022,2143.948906595413,2572.5043118900103,0.0,inf,1873.9516585023875,2528.343656975394,3460.1224634801956,1335.7614821586706,1082.993542920355,1701.8894441272475,1149.7492612697197,3387.554880571745,inf,5862.819732239705,inf,inf,2919.155360091684,inf,790.444104419967,inf,5538.8848610861605,inf,inf,1171.4190035448491,inf,2169.184920541945,inf,2889.58075430142,1711.219957799211,3346.895099964346,2624.96092135224,3212.8578216667715,3299.6026937579486,1768.0844526330065,1199.0415652346194,2294.9007594211316,2161.4138825541613,2791.998652637944,2563.513400363276
dysplasia_FA_HN15_5_t.csv,inf,inf,inf,inf,inf,inf,310.9505545614514,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,554.2814635231163,inf,inf,279.96140386147067,inf,412.7040534616854,inf,507.3703922524083,inf,inf,433.5809477846334,inf,522.3234576591818,inf,248.48954407349794,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
dysplasia_FA_HN11A_2_t.csv,5644.977138724431,1962.0705411982337,1739.3731203591901,768.221037965706,819.3274599655499,647.8139053204618,inf,2736.8526741564347,3610.39919958208,874.894559825858,1873.9516585023875,inf,0.0,1353.0994153226616,2630.9762327520143,880.588256821954,1091.1630384986543,695.9631362893671,904.760502297544,2285.047995749116,inf,7625.288804941699,inf,inf,2413.300565017623,inf,1999.5673537825387,inf,7280.917309193705,inf,inf,787.1852817566262,inf,3955.3496395661296,inf,1698.0527104182497,395.4367656043207,2632.008364802971,1755.247676822186,1978.1929081320593,1829.203818790204,858.7257972765974,1919.927329035487,1316.3623714638834,943.691105195086,1739.8445707165192,1140.5058277825142
stroma_ad_dysplasia_FA_HN15_5_t.csv,5924.468272650917,754.3810532674388,862.356080663074,1510.8728924686186,2071.559167805976,1452.7413742540894,inf,3796.6424418115535,3970.4024578676112,1684.0062373298235,2528.343656975394,inf,1353.0994153226616,0.0,1401.0157592292167,1236.6462939884107,2219.3744633746833,932.0024182511686,2045.3008837713528,1022.6534464470684,inf,7685.062841423708,inf,inf,1261.5535775272979,inf,2957.2009517575584,inf,7281.316895314421,inf,inf,1920.9448818816347,inf,4629.199199864672,inf,897.3605754544151,1529.810270639843,1360.3982370289789,532.0658131018497,746.0844423397556,868.1303977753823,1458.149119719557,3104.2487757041536,904.4927916218621,787.9041220424946,483.60837227084113,1293.8293473463955
carcinoma_FA_HN11A_2_t.csv,6241.068687883765,894.9811312063447,1634.3327992819493,2427.8999043412264,3246.6117527554065,2740.041321704065,inf,4703.031047516616,4669.166506297714,2839.034486748782,3460.1224634801956,inf,2630.9762327520143,1401.0157592292167,0.0,2238.7525815508993,3306.0743363859806,2191.2820660403245,3092.011790321383,927.6743205928358,inf,7814.031611257816,inf,inf,893.7613883914706,inf,3859.012164170069,inf,7241.221131702971,inf,inf,3070.0635477281066,inf,5365.834777151648,inf,1415.0257012771292,2757.346646331524,320.5153824951048,926.8134049751587,1284.3895753120044,1930.5669319305248,2788.4696725295853,4117.161765764206,1569.0715419221256,1949.9190743854178,970.0015472441961,2375.0059032254535
stroma_ad_dysplasia_FA_HN14_2_t.csv,4996.240629710561,1473.5881583641178,1833.3907245196917,1235.3617803844604,1070.2169969387269,1236.957438959906,inf,2622.965380159513,3146.060170293769,1423.295699538332,1335.7614821586706,inf,880.588256821954,1236.6462939884107,2238.7525815508993,0.0,1129.5279803897872,439.07596651177937,955.100511560186,2119.385803261224,inf,6940.404364996906,inf,inf,1754.9476986830564,inf,1751.275825463323,inf,6572.171097074508,inf,inf,1006.3231176103914,inf,3424.732178037571,inf,1598.8761177775903,884.8226962262763,2121.523763910932,1394.9641221058682,1917.9949946562488,2000.8999291578998,874.6579659780925,1970.3461072707946,1064.0341308609932,858.6474943308592,1524.2836128075753,1308.621515875526
stroma_ad_dysplasia_FA_HN15_1_t.csv,4801.402336659877,2487.135579085369,2719.207388678535,1757.294176205299,470.3222096815839,1595.8907653230463,inf,1723.0718521475908,3006.5199217332597,1862.6215214471129,1082.993542920355,inf,1091.1630384986543,2219.3744633746833,3306.0743363859806,1129.5279803897872,0.0,1316.0112820476002,407.550232951196,3146.9983266069594,inf,6826.5265112558145,inf,inf,2677.3314523708887,inf,998.6745773265907,inf,6472.813245217062,inf,inf,446.5621343028308,inf,3007.108974891956,inf,2589.5747825340122,1021.9780237253268,3192.3984975074773,2426.607397806065,2909.630287539204,2843.461816684784,1094.0574711812455,950.4711358628747,2010.8684761240868,1807.059679031201,2551.644374078178,2119.963408822461
stroma_ad_carcinoma_FA_HN11A_1_t.csv,5305.270612905305,1453.6389329010617,1450.0551486216352,985.5085462628848,1208.3565075478803,1018.2328637895757,inf,2889.250477493397,3298.5128902518413,1119.6848190593375,1701.8894441272475,inf,695.9631362893671,932.0024182511686,2191.2820660403245,439.07596651177937,1316.0112820476002,0.0,1164.262261254812,1882.7943627230459,inf,7202.338837317414,inf,inf,1939.8044672130982,inf,2070.146752061836,inf,6846.348830557509,inf,inf,1024.7621821729515,inf,3807.7843971537786,inf,1302.6172524094873,742.668370075064,2142.26782225021,1285.868985647644,1614.6675884800982,1613.7534145172513,754.7755604658109,2204.6280045196168,809.7484016468643,547.9865277933404,1313.8540779766172,934.1412897501837
stroma_ad_carcinoma_FA_HN14_5_t.csv,4881.8281177490535,2303.7103803114005,2516.7111394667822,1537.8712234909474,373.5033231043598,1414.7657335007361,inf,1884.8305463587903,3071.1547729710883,1643.106781045483,1149.7492612697197,inf,904.760502297544,2045.3008837713528,3092.011790321383,955.100511560186,407.550232951196,1164.262261254812,0.0,2986.370759027377,inf,6878.726234873182,inf,inf,2490.3160670868588,inf,1166.6546482210026,inf,6536.188565783762,inf,inf,312.16274406844826,inf,3135.9750071270028,inf,2415.5362862525703,822.3313630187372,2977.9763797809824,2260.0310601175806,2725.12006577551,2629.7718837797565,864.7106462380689,1132.904374981134,1858.0790261729385,1646.5379400896832,2393.0320663230395,1896.1723702720674
dysplasia_FA_HN11A_4_t.csv,6511.635884897433,1009.2771571543738,965.3601394559494,1829.4924905628855,3046.4584008673974,2218.588352222762,inf,4698.3057521746605,4655.034643455611,2227.596847457801,3387.554880571745,inf,2285.047995749116,1022.6534464470684,927.6743205928358,2119.385803261224,3146.9983266069594,1882.7943627230459,2986.370759027377,0.0,inf,8144.205218292105,inf,inf,1600.6803985468541,inf,3812.8866239999875,inf,7746.069235376597,inf,inf,2876.447913487428,inf,5451.10776439288,inf,817.4470829181794,2401.3504090811484,1143.4837870862304,896.0506424630255,593.058514431566,1272.9290266987866,2421.3767915270955,4014.203253517234,1268.8924508945302,1434.0824377872555,758.6142809923924,1646.4754767280497
